track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5IFCyWplye09HytIP80RCF,Too Close,Next,64,3Pmonb2UZ9zckdh5S5ibVm,Rated Next,1997-09-30,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.847,0.402,7,-9.952,1,0.0641,0.0118,0.0,0.283,0.752,99.693,259440
1AfYo6cKm3yHsJHdmNoGO1,Interstate Love Song,Stone Temple Pilots,71,2vi1ddPi3fY7vePMqxUVob,Purple,1994-06-07,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.214,0.947,4,-5.053,1,0.0507,0.000552,0.00352,0.238,0.483,170.616,193613
66BlLSG6ImOYNPttwSw3Wl,Jezebel,Sade,39,4wyIhW3v0MeP9jIElOMiXR,Promise,1985-10-10,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,3X4HmijjKdwwLonCrOOEAZ,r&b,new jack swing,0.579,0.228,2,-12.422,0,0.0291,0.788,8.35e-05,0.12,0.184,92.439,328655
3jo3NCp02lsym2Pm4l8hld,Still,Yazmin Lacey,31,1lTz7JPFWo3UhoDo1TZiWq,Black Moon,2017-06-16,Neo-Jazz Soul RnB & Afro,48AzM7l4M02DBYd2N3IFLP,r&b,neo soul,0.618,0.671,11,-10.223,0,0.071,0.0264,0.00647,0.343,0.597,122.905,204878
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,84,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947
2u3EyuCqqV31woqGvO9LBz,Sum 2 Prove,Lil Baby,81,7KPtAktRGrVjy0QV3MXnZk,Sum 2 Prove,2020-01-10,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,205760
59QmL8ygKtVfMHmPx3GaBX,All The Love You Got,MOTi,57,7iCEc635CaDogFMA6NPmUc,All The Love You Got,2019-12-20,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714
1ReC9EnMiV32u9T2BDDZOs,FAWL (From Amsterdam With Love) - Original Mix,Alpharock,0,3VRJ41ZHqmhbJwjMdsMzLb,FAWL (From Amsterdam With Love),2015-06-26,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.633,0.772,11,-5.576,0,0.0736,0.00916,0.0412,0.421,0.306,128.012,296333
5CxHzMIN3ZOH8f18RdNYwO,MANIFEST,STARSET,24,1zpQtzd2dasyYmuPtxg7GG,MANIFEST,2019-08-15,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.531,0.874,8,-5.939,1,0.0524,0.000191,6.35e-05,0.256,0.489,147.948,267239
48wtJb8w1yNSLBVy5q9Wos,Talk To Her,India.Arie,35,5gnsCHk9Y77xaVARBD0vwf,Voyage To India - Special Edition,2002-09-24,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,0.814,0.474,1,-9.608,1,0.474,0.272,0.0,0.0763,0.821,148.045,310787
0fhZCjsLPbOFmyozqKk6Kh,Break the Rules - Tiësto Remix,Charli XCX,26,0kvo3PbnM36dZtwqk15vpo,Break the Rules (Tiesto Remix),2014-10-10,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.668,0.982,8,-2.46,1,0.0433,0.00032,0.114,0.253,0.415,127.984,265050
72zGvvuFPiSXze3nqHJm7k,2 Pound,Taz,24,3YufIckUxsjaMuVZB3LMrk,An Empty Mind,2019-01-31,Rap Party 24/7 Radio / Gangsta Rap,4sGnz2x5tbHE2YlW1nemfb,rap,gangster rap,0.927,0.509,1,-9.718,1,0.0539,4.89e-05,1.06e-06,0.0958,0.29,135.96,104090
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,93,1PTTAq0OxggVgqP5WTYWDh,China,2019-07-19,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714
2kXMblGQJeCftyyKE9GVse,Hava (feat. Dr Phunk),Steve Aoki,20,093ZtFewc3h0tKh1N8hZ8j,Hava (feat. Dr Phunk),2019-08-09,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",73uj4YmsC7SJ6SbUMTvf07,edm,progressive electro house,0.611,0.947,8,-5.107,1,0.297,0.00992,0.0554,0.196,0.0808,150.008,259588
14kpqRxMt2iAvNvMEoGJws,City Samba,Konteks,60,3UWrWZmO1gRnPvCMi78K7Q,Faces & Spaces,2018-12-14,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.409,0.412,6,-12.822,1,0.0372,0.285,0.699,0.127,0.41,88.009,180000
7iLGljK0LNpGamQQEOuCRC,Won't Get Fooled Again - Original Album Version,The Who,15,5tqJNAjU163MfKLIP6DtYu,Who's Next (Deluxe Edition),1971-08-14,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,511400
4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,Luniz,73,5pMShIZc6oWiEtcQvXsKfb,Operation Stackola,1995-01-01,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533
2odG3qNFQ2qzMQL3pXdK5h,Desnuda,Ricardo Arjona,51,6GAL5gNwSJKlpl2ozzdNb9,Sólo Para Mujeres,2013-01-21,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.678,0.673,7,-6.531,1,0.0283,0.689,0.000138,0.127,0.349,135.608,254107
0639sfoRA7sW4fGS1EzcQu,Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,Los Auténticos Decadentes,74,72XWQY6SO3b4M01tHYsIM7,Fiesta Nacional (Mtv Unplugged),2018-10-05,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,0.587,0.639,7,-8.065,1,0.0357,0.395,0.0,0.68,0.789,116.499,249307
5Xn4IyTtW6FUGIUyWjbUHG,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,71,5dL5RSd455FewNptPgtBTS,Goodbye (feat. Nicki Minaj & Willy William),2018-08-24,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.643,0.904,0,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,195419
76VtA90NKurNqaQpV126Ue,Pour It Up,Rihanna,62,4eddbruVtOqw8khwxSH6H2,Unapologetic (Deluxe),2012-12-11,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200
0miQeAfUWfaR9nLRyL43Aj,Esa Boquita,Dragon & Caballero,40,1AW0VbT9bcYdsgfwn6vvF4,The Hits 2009 - 2013,2013-09-16,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.747,0.772,9,-4.975,1,0.31,0.0492,0.0,0.0631,0.704,189.799,222000
0mP5HOkHoaW9Q7qf7cJ7Gk,Lie,Lukas Graham,69,0KvCgEVqoBc6hynHl4cfwp,Lie,2019-09-27,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.582,0.614,5,-4.771,1,0.0504,0.0361,0.0,0.0926,0.3,92.326,179842
47dTK2wCmCOlYw2wLZDo1W,Saturday Night,The Herbaliser,16,2iITDFv9VGAjLMsIQBzGlh,Blow Your Headphones,1997-03-01,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.827,0.567,1,-10.078,1,0.203,0.0508,0.000183,0.0622,0.663,89.07,306467
7cz506PyIgh2bMN90Mc8Tn,Boasty (feat. Idris Elba),Wiley,74,7JoyVaXzxpgTPjkgB8mWk3,Boasty (feat. Idris Elba),2019-01-22,Latin Village 2019,3JcJCsvBnRsA6oc7eUYDSB,latin,latin hip hop,0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,177186
0snQkGI5qnAmohLE7jTsTn,Toxicity,System Of A Down,78,6jWde94ln40epKIQCd8XUh,Toxicity,2001-09-04,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.413,0.873,8,-4.151,1,0.0535,0.000264,0.0025,0.204,0.481,116.681,218933
1c6WvcGhLnOCjxFNOvQ2k6,In Front Of Your Eyes (Radio Edit),Garmiani,0,4r7JVstGyUSzAi7WHQPlaf,In Front Of Your Eyes,2012-06-18,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.596,0.91,9,-5.937,0,0.0385,0.000629,0.00137,0.178,0.484,127.963,182461
29C3wkt3HoxHtEalb0mUWP,I'm In Love,NDR8,34,4FeSeO5vSj5W7dFajS0osc,I'm In Love,2020-01-10,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.595,0.925,7,-2.741,0,0.0841,0.00216,0.642,0.0788,0.45,126.048,140615
0oHSxbawtdWBH9N8SqCjfq,La Trompeta (feat. MellemFingaMuzik),Camur,49,6R3a0bkDDH3klVv0voDkJn,La Trompeta (feat. MellemFingaMuzik),2020-01-17,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.848,0.672,10,-5.728,0,0.275,0.215,0.0,0.178,0.859,105.131,169682
5tzr9EB0ZUToxk79Q9mVkP,Chase Da Cat,G-Unit,0,3Um5njEfYT2NgowD5m0SDV,T.O.S. (Terminate On Sight),2008-01-01,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.624,0.721,7,-3.778,1,0.429,0.211,0.0,0.0874,0.662,96.048,223027
4opLPmkmAviwAEfeHi39Fc,Olvidarte,Eladio Carrion,0,5xm0HWZy9Py03UzMgpYTnp,Olvidarte,2018-11-02,Trap Luv,37i9dQZF1DWTLxOkM7PwUb,rap,trap,0.832,0.386,0,-9.959,1,0.279,0.411,6.88e-06,0.0994,0.4,149.976,115200
18URo35acNKRTHfEdjTcGn,Photograph,Def Leppard,64,5ab6RIlAGwbVAacV1JIr2d,Pyromania,1983-01-20,Vault: Def Leppard Greatest Hits,6BKqPGcrFMy6TczW0R5Vsz,rock,album rock,0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,247962
0fmsS6mNtTTKjsBTXoh0KN,Violent Shiver,Benjamin Booker,40,1lHQCme4fW2HcOLMKZ0WOQ,Benjamin Booker,2014-08-18,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,0.249,0.97,1,-5.879,1,0.121,0.0226,0.13,0.0701,0.26,165.059,166480
2Fg2cN1wHQslgpwXzLY4We,Un Beso,Baby Rasta & Gringo,53,0o3uVUoqS0U8obVUObNwr8,Los Cotizados,2015-08-21,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.824,0.699,8,-6.278,1,0.0987,0.243,5.9e-06,0.264,0.786,88.001,201893
6Uui5N4PGEWkVdiVY26pqU,Somnia,Jay Hardway,0,0bhg7s4CstQzgGC8LjJYNV,Somnia,2016-09-19,Jeff Seid Electro House,2Tisn6NZbeofpc57Oc6MGo,edm,electro house,0.554,0.822,0,-5.922,0,0.0545,0.000419,0.74,0.114,0.214,119.988,168000
164C9bSF4ryqWXI4XgxTE0,Replay,Davai,60,5PA89MT2uA7FYVcjcI9but,Replay,2017-08-25,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.776,0.809,6,-5.726,0,0.069,0.415,0.0,0.179,0.582,100.071,202520
7pd0EjaK0m2Er7fEsOzruu,I Know,Bayonne,0,3kYEndjHNmS6JDyFB2JaVk,I Know,2017-10-26,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.706,0.687,0,-8.84,1,0.0327,0.826,0.901,0.177,0.724,137.003,264061
5VU2hajdO59NNjIz9p9dYD,High So High (feat. Marilyn Rylander),South Park Mexican,0,4tUG4xR9Z22pngncWv9Klw,Best Of The Best Vol. 1,2010-04-28,Chicano Rap,3o3xRXWMtBMezk0E3wmtGI,latin,latin hip hop,0.949,0.455,10,-4.239,0,0.0555,0.0306,7.72e-06,0.0713,0.738,100.981,231627
02U7tu5WRzrzUPgWMAxiFK,Chiki,Seryoga,29,638uccSBoo9uAbjqQHdVdN,King Ring,2008-01-01,RUSSIAN Gangster Rap,0Jw0HckkxCfIrOvpN081eV,rap,gangster rap,0.711,0.721,1,-4.804,1,0.298,0.0359,0.0,0.479,0.628,78.613,158015
7e3gyE1cDH1xjfHtorqh23,You're Not The One,Ray,4,3CjrM7lAzd90cbjcVGRjkX,Made To Be Free,2018-04-06,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.747,0.854,5,-5.048,1,0.0405,0.0502,0.0,0.119,0.762,118.005,221475
0RVeadY2MbHz4Pe4MreLNw,Rocket,Def Leppard,53,1ja2qzCrh6bZykcojbZs82,Hysteria,1987-08-03,Vault: Def Leppard Greatest Hits,6BKqPGcrFMy6TczW0R5Vsz,rock,album rock,0.521,0.916,11,-6.822,1,0.0467,0.000249,0.00116,0.948,0.398,81.998,396823
21jBRxUvrWXTwBfGnQwyVy,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,17,1ITpsfAcoaSe4i1tUXm44D,The Wall [2011 - Remaster] (2011 Remastered Version),1979-11-30,Hard Rock Cafe Classics,3sv5ViKoPDNnZRsklzEGMN,rock,hard rock,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,238747
1cL3ucXzG2hj3XOUPIWdvZ,Feelings,Lauv,69,4aoWQU2gSUjl4AZeCPSo1b,~how i'm feeling~,2019-11-14,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018,189613
6RtRxaZN5RMWFbeZW24oRx,hold on,flor,57,3GIL4DPTpx8qXKmCVavrjD,come out. you're hiding (deluxe),2018-02-02,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.609,0.872,8,-4.72,1,0.0447,0.0483,0.000971,0.119,0.534,111.967,204774
03TXYSSiqqXMF5EoGHxUta,Trampoline (feat. AMY MIYÚ),WILL K,39,0vTw1BRp8y0Sm2YrEVVKs2,Trampoline (feat. AMY MIYÚ),2019-07-05,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,0.802,0.929,1,-2.759,1,0.0659,0.00178,0.575,0.0845,0.484,125.036,215931
6l4wMAXzI8RxIysQMYZY0w,How I Could Just Kill a Man,Cypress Hill,59,4tQSV1ZGpwlo3dBiTRuKvM,Cypress Hill,1991-08-13,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.769,0.675,6,-13.326,1,0.0724,0.000722,0.000149,0.0904,0.803,101.884,252240
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,74,6Cf545T4jkaiyvMnTRPOB2,Jailbreak (Deluxe Edition),1976,Rock Classics,37i9dQZF1DWXRqgorJj26U,rock,classic rock,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720
5byYO8JjkxV27yQYo2pDRx,Summergirls,Dino,28,6CC4LpUaizMwq7yOzSpwNo,24/7,1989-01-01,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.764,0.58,9,-15.2,0,0.093,0.00219,0.0551,0.146,0.81,121.343,376573
0eOOTL9t2P448umBMf8vcS,Wasabi Terraces,Testiculo y Uno,56,5ryOyyt5nd8JUDtJreLgNv,Wasabi Terraces,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.808,0.245,2,-11.114,1,0.0519,0.177,0.609,0.706,0.583,87.213,188053
3iZnPOK2zPkSrwZrkOpr3F,Hypnotize,PARTY SHIRT,45,7GUDssEdrtpEdIcQa1Ze5P,Hypnotize,2019-08-22,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.813,0.579,0,-7.392,1,0.1,0.0149,0.679,0.0794,0.521,126.028,304762
3VZMAx8GdrO73kvTZDD8rU,If You Love Me,Mint Condition,39,3U15KXslDosaqBwDKTdX0X,Life's Aquarium,1999-10-22,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.442,0.585,6,-6.012,1,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720
6yyvJNrpOP4bZHRdMqK423,1.Casino of Tricks,Tetengo,17,5BGVZXR7A5vIvdc713yGRl,One Nigth of Karma,2019-03-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.614,0.836,0,-7.943,0,0.0446,0.00349,0.804,0.115,0.427,126.993,192756
5Cbo7oz78gqkzV3EAM63VA,+,Aitana,81,6zardvJflEyoRedCUCBUw9,+,2019-12-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.561,0.666,8,-4.243,1,0.0322,0.106,0.0,0.123,0.675,160.019,219367
5i2JGF65pHKSfMEjSMrBC3,Jesus In LA,Alec Benjamin,77,2aygqrnBUbPolcC6H1GUPS,Jesus In LA,2019-07-16,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.767,0.627,0,-4.096,1,0.0401,0.537,0.0,0.359,0.689,94.028,172606
5QkVPG2Hf3MmAarireF6lh,Who Do You Love - R3HAB Remix,The Chainsmokers,61,0ctKYh2R83FinJ8SzUFRd3,Who Do You Love (R3HAB Remix),2019-03-22,EDM Trap,7CEEEMKV41x0RlFCXWdvKF,edm,pop edm,0.529,0.698,8,-6.87,1,0.0456,0.2,0.0,0.185,0.357,142.012,152120
371H6HjS4SXGbQ9IVfFUIL,Lens,Frank Ocean,61,5F4I5eUqVK1CpQbzt1ntMC,Lens,2017-04-23,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.681,0.333,9,-8.582,1,0.0974,0.588,0.0,0.086,0.564,118.05,227655
4nR2XMmaptPEEwCP8msaJC,On Bended Knee,Boyz II Men,0,2c0BSKSZrPce731cYqPExQ,Motown Number 1's Vol. 2,2007-01-01,90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,0.636,0.459,8,-10.313,1,0.0366,0.392,0.0,0.113,0.183,116.628,329947
4uPGRSEYtAeKgdRQtveMnP,Deep Fear - Phobia Radio Edit,Sidekick,0,7xg77MEQ20yJCKy4assxs6,Dance Chart [Online Version] [Autumn 2009],2009-08-31,Electro/Progressive/Club House,1HtnPDj2V126xB9tJP786P,edm,progressive electro house,0.783,0.574,9,-9.463,0,0.0642,0.0378,0.916,0.0686,0.0399,126.032,208400
69QcWpdUgpumeSSKLu4CZg,Воу-воу палехчэ,Jah Khalib,50,0aDjCDxB3NUqnlGmRDEgYP,E.G.O.,2018-03-16,Russian Gangster Rap,0u0qLLE8MZc679RZWCk1TT,rap,gangster rap,0.809,0.526,11,-7.877,0,0.0527,0.351,3.01e-05,0.178,0.713,124.063,209591
5ypiGNhYY1GUoVB1kVZmc8,Bromance - Avicii Remix,Tim Berg,7,0Aw2fh7MQbvnTiTJjnvHcE,10 Years Armada,2013-11-22,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.624,0.903,1,-4.54,0,0.0362,0.0325,0.753,0.0908,0.312,126.047,150160
5VIUVUvwHPM2vJaQpznd5W,Fire We Make,Alicia Keys,55,3qqhNVbjLFNdLviBFrFwCa,Girl On Fire,2012-11-26,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,0.552,0.403,2,-11.791,0,0.167,0.402,3.78e-06,0.0617,0.394,67.531,321360
0M66M26ERKsVM2L4kpuFQo,Fiesta,Gui Brazil,18,4mUxfYo4IKuRiTYfOiy8xS,Fiesta,2016-08-15,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,0.636,0.854,1,-8.256,1,0.0405,0.00743,0.307,0.0883,0.148,128.007,228770
7mQKKSqxpQD11s4Tf0tIhK,Circus - Diplo Circus Remix,Britney Spears,31,5Zq0MLvJyHt5guyyyUGKkt,Circus - Remix EP,2009-02-20,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.826,0.693,11,-5.947,0,0.161,0.0307,0.272,0.0891,0.451,125.009,265187
4fzQjePo7m0KyiquwnekGx,Sparkles,Daxten,2,39btva8FpsGxJi4dQ7jRIN,Sparkles,2018-08-03,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.69,0.634,8,-10.04,0,0.0444,0.0349,0.814,0.196,0.178,102.022,183088
2FK1agZzZzTyxV2CD7ixcP,Reggaeton en Paris,Ozuna,70,7f6r6ijWtMJ0QYydwuCYvH,Nibiru,2019-11-29,Mansión Reggaetón,37i9dQZF1DWZjqjZMudx9T,latin,reggaeton,0.752,0.708,9,-6.129,0,0.0407,0.136,7.63e-05,0.114,0.618,98.023,241880
6GXe7h7e3VTbRp8sQ7GLv6,Can't Wait,Jill Scott,49,6qTd2uORfBAOVIS7mzDfLS,Woman,2015-07-24,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.642,0.572,1,-8.383,0,0.063,0.0814,0.0154,0.0725,0.607,72.493,271667
1Fg46JadAkJ9ugw7mSBUSN,Swalla (feat. Nicki Minaj and Ty Dolla $ign) - After Dark Remix,Jason Derulo,38,2AGoec9hulenMpjQxe2rqV,Swalla (feat. Nicki Minaj and Ty Dolla $ign) [After Dark Remix],2017-05-12,EDM - pop remixes,0cvVad4XizGbOS0vlwZYS5,edm,pop edm,0.352,0.668,8,-5.918,0,0.39,0.418,0.0,0.402,0.536,78.78,272465
4AKWHLChPxYdXAB2cHmZB7,Controla,Brytiago,68,4wyMa52v9YrNx0UgGyC35y,Controla,2019-02-15,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.758,0.699,6,-5.636,1,0.171,0.504,0.0,0.0922,0.594,90.013,208000
2zcPV7NeGyhSZJK0WjETx7,Karma,Years & Years,55,1OUGPngAngAxjliRlrAc6v,Palo Santo (Deluxe),2019-02-14,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.79,0.506,7,-7.052,1,0.118,0.146,0.0,0.0876,0.456,105.018,193880
5JxZZiXd8rVwHu0xEFvxr2,Talkin' My Shit,Quin Nfn,59,7mDCo8ejyIyI810PsHG4lM,4NUN,2019-10-25,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.951,0.322,1,-13.615,1,0.588,0.00136,0.0,0.211,0.366,126.01,162820
